Overview;Like
evan lake veterano agente cia recibio orden retirarse protegido descubre evidencia nemesis banir vuelto lake decide embarcarse peligrosa mision intercontinental eliminar enemigo;0
macleod enfrenta malvado kane japon feudal desplazado heroe busca maestro magia transmita conocimientos salto vuelven enfrentarse siglo xx;0
guerra mundial ocupacion francia alemanes shosanna dreyfus presencia ejecucion familia orden coronel nazi hans landa huir paris adopta identidad propietaria cine europa teniente aldo raine adiestra grupo soldados judios bastardos atacar objetivos concretos hombres raine actriz alemana aliados cabo mision hara caer jefes tercer reich destino encuentren marquesina cine shosanna espera vengarse;1
historia ambientada ciudad roma retrato mirada jap gambardella periodista  años regresa ciudad nacio recuperar recuerdos esencia juveniles reflejar brillantez hermosura variedad capital italiana;1
treinta años seguidores culto religioso destructivo suicidasen masa unico sobreviviente vuelve escena tragedia equipo documentalistas;0
nan;0
tony stark playboy multimillonario dueño stark industries importante empresa armamento terroristas secuestran torturan fabrique misil devastador decide empresa dejara fabricar armas deja manos obadiah stane hombre confianza dedica construir potente armadura stane traiciona fabricando armas;1
eliminar miembros banda asesinarla boda mamba negra prosigue venganza acabar resto banda especial antiguo jefe bill muerta dejandola coma;1
nan;0
veranos mejores promesas liga universitaria beisbol reunen escuela cabo cod massachussets objetivo preparar mejores salto liga profesional chico ryan dunne fama excepcional repetidor jugara ambiente enrarecido rivalidad compañeros encantos niña rica distraerle gravemente objetivos;0
nan;0
 nazis exasperados numero fugas prisiones numero relativamente pequeño prisioneros aliados deciden trasladarlos prision alta seguridad prueba fugas resto guerra presos tardan trazar plan intentos fuga ambiciosos guerra mundial basado historia real;1
megalopolis año  obreros condenados vivir recluidos gueto subterraneo corazon industrial ciudad incitados robot rebelan clase dominante amenazan destruir ciudad exterior freder gustav frölich hijo soberano metropolis maria muchacha origen humilde intentaran evitar destruccion apelando sentimientos amor;1
roja tierra lejana entrenando misteriosos grupo encubierto llamado “las hermanas hood” llamada flippers giron jefe agencia “felices siempre” resolver conjunto lobo misterioso caso desaparicion hansel gretel;0
inspector fiscal benjamin llega comunidad rusa brooklyn investigar fraude millonario relacionado gasolina;0
nan;0
happiness agudo retrato personas conectadas lazos familiares sociales viviendo desesperacion simple depresion forzadas tomar actitudes delictivas inmorales tragica divertida pelicula culto cine americano años ;1
joven belga audrey hepburn pertenece familia burguesa ingresa novicia convento profesar monja enviada congo enfermera mision deseo niña sorpresa mayuscula compruebe destinada atender nativos europeos viven;1
equipo fbi enfrentarse banda criminales expertos magia jinetes grupo formado mejores ilusionistas mundo dedicado robos hombres negocios corruptos golpe pasar desapercibidos llover dinero robado publico mundo magia espectaculo;1
historia jazmin biltmore monique ingeniosa aspirante diseñadora moda rellenitas amigas obsesionadas peso encontrar amor aceptarse mundo lleno tias delgadas;0
nan;0
bobby bishop ayudante especial presidente ee uu noche paseando calles washington viejos maestros profesor pochenko justo advertirle trama conspiracion casa blanca abatido asesino sueldo sabiendo bobby obtenido informacion pochenko joven convertira blanco asesinos detener conspiracion;0
joven pareja embarca planes boda horribles secretos chocan fuerzas siniestras presente asegurar recien casados vivan felices;0
divorciarse esposa catalina aragon hija reyes catolicos tia emperador carlos contraer matrimonio ana bolena enrique viii  obtener apoyo aristocracia clero sir thomas moro humanista utopia  ferviente catolico hombre confianza monarca encrucijada ¿debe actuar conciencia arriesgandose tachado traidor ejecutado ceder rey ningun reparo adaptar ley necesidades;1
magistral western crepuscular relata historia william munny pistolero retirado viudo padre familia pasa dificultades años abandono violencia unica salida sacar familia caza recompensas acompañado viejo socio joven inexperto novato mision matar hombres cortaron cara prostituta;1
joe tyler matthew perry peores mundo permitira interponga cumplimiento deber agente judicial utiliza tacticas rastreras metodos ingeniosos entregar documentos legales clase personas mafiosos millonarios persona dedicada entrega hombre –o mujer– cueste cueste sara moore elizabeth hurley proxima victima joe marido intrigante gordon bruce campbell –un ganadero adinerado sara conseguido amasar fortuna– contratado joe entregarle sara documentos amenazan dejarla;0
alice howland felizmente casada hijos adultos reconocida profesora lingüistica comienza olvidarse palabras recibir diagnostico devastador alice familia ponen prueba vinculos;1
documental hazaña funambulista frances philippe petit  agosto  logro ilegal caminar alambre tendido torres gemelas world trade center york culminada proeza arrestado policia exhibicion considerada crimen artistico siglo;1
ryan jeffers niño corriente sueña estrella equipo futbol colegio vida rutinaria empieza cambiar amigo ming regala extraño manuscrito descubierto libro pasaporte extraordinaria aventura alla imaginacion ryan entrara reino mao armonioso paraiso filmaffinity;0
 huelga mineros condado durham suceden enfrentamientos piquetes policia mineros exaltados tony padre empeñado billy hijo pequeño reciba clases boxeo chico juego piernas carece completo pegada gimnasio billy observa clase ballet señora wilkinson mujer caracter severo anima participar billy dedicara apasionadamente danza;1
serie fatales coincidencias jovenes neoyorkinos viajaban sur tomados asesinos pagar honorarios abogado deciden llamar primo abogado experiencia circunstancias preve resultado juicio verdaderamente desastroso;1
perder descubrir marido infiel mujer salir profana bebedora abuela;0
joven sueña disfrutar maravillosas vacaciones caribe compañia novio bordo transatlantico lujoso mundo viaje paraiso convierte viaje mismisimo infierno lunatico genio informatica mando crucero poniendolo rumbo desastre seguro;0
chris wilton ambicioso joven profesor tenis escasos recursos economicos gracias amistad tom hewett entrar alta sociedad londinense enamorar hermana chloe tom sale nola rice atractiva americana chris encapricha verla azar pasion ambicion llevaran chris cometer acciones determinaran vida demas;1
nan;0
nan;0
nan;1
residencia universitaria estudiantes disponen pasar fiestas navidad residencia hogar billy niño infancia terrible mundo muerto extraña llamada telefono realizada interior casa marca comienzo serie horrendos crimenes remake filme homonimo bob clark  filmaffinity;0
tokio  profesor hyakken uchida abandona catedra dedicarse completo carrera escritor desastres guerra mundial  pierda casa viva mujer barraca alumnos deciden construirle hogar trasladara esposa comprometen celebrar cumpleaños venerado maestro fiestas juegan niños preguntan profesor mahdakai ¿estas listo irte mundo responde madadayo filmaffinity;1
historia amigas infancia lucy kit mimi años deciden redescubrir amistad realizan viaje apuesto misterioso amigo mimi ben aventura leccion cambiara vidas;0
 años abre puerta dimensiones dimension universo vida dimension elemento tierra fuego aire agua antienergia antivida quinto elemento;1
policia investigadora quieren resolver misteriosas muertes personas fallecieron  haberse conectado portal internet;0
psiquiatra ayudar hombre ama resolver asesinato enterrado subconsciente;1
nan;0
japon  chiyo niña nueve años vendida padres casa geishas nitta okiya hermana satsu aceptada enviada prostibulo casa chiyo conoce pumpkin niña instruida geisha famosas geishas hatsumomo gong li rival mameha michelle yeoh comienzos chiyo zhang ziyi duros encuentro amor vida presidente ken watanabe hara desee convertirse famosa geisha adaptacion famoso bestseller arthur golden;1
berlin  bruno años desconoce significado solucion holocausto consciente pavorosas crueldades plena guerra mundial infligiendo pueblos europa padre recien nombrado comandante campo concentracion ascendido escalafon vivir confortable casa berlin zona aislada cambia conoce shamuel niño judio vive extraña existencia paralela alambrada;1
wang hombre pesimista astuto avaricioso dueño bar tallarines ciudad situada paraje desertico china caso esposa mujer lengua viperina aventura amorosa li empleados wang li hombre timido acaba guardando pistola amante comprado matar marido wang soborna agente policia zhang matar pareja visto plan perfecto solucionara gracias sangriento cruel perfectamente satisfactorio piensa malevolo zhang idea cabeza remake libre sangre facil blood simple opera prima hermanos coen;0
oscuros años depresion michael sullivan tom hanks asesino sueldo profesa lealtad inquebrantable jefe señor rooney paul newman padre familia tiempos duros rock island domina mafia irlandesa ley seca vigente gangsteres especialmente capone chicago cima inesperadamente hijo doce años asesino sueldo michael jr tyler hoechlin decide seguir padre consiste exactamente;1
nan;1
cambio climatico global anima compañia cientifica modificar geneticamente osos polares alaska resultados terribles mortales imdb;0
inexpugnable fortaleza renegado señor guerra julia matiene  rehenes matara recibe desorbitado rescate  millones dolares coronel guile damme docena hombres heroes multietnicos trataran localizar liberar secuestrados guionista jungla cristal die hard  debuta direccion cinta accion basada popular videojuego;0
chris gardner vendedor brillante talento permite cubrir necesidades basicas acaban echandolo hijo años piso san francisco ningun gardner practicas prestigiosa correduria bolsa protagonistas tendran afrontar adversidades parar realidad sueño vida basada hechos reales;1
nan;0
nan;0
 autoridad penal california reabierto prision famosa historia alcatraz contrariado funcionario prisiones convertido mente criminal organizado comando infiltre reformada fortaleza alta tecnologia objetivo forzar preso condenado muerte revelar paradero  millones dolares oro preso nick frazier ayudar agente fbi infiltrado sasha petrosevitch reunir grupo presos detener invasores asesinen miembros tribunal supremo justicia presenciar inminente ejecucion filmaffinity;0
clasico cine mudo muestra traves episodios historicos injusticias provocadas intolerancia religiosa social idea inicial griffith narrar sangrientas huelgas  eeuu huelguista acusado muerte patron decidio rodar episodios caida babilonia pasion cristo noche san bartolome sangriento episodio luchas hugonotes catolicos paris  presupuesto recursos desmesurados epoca escena reunio  extras  carros asombrando espectacularidad filmaffinity;1
año  humano borde extincion hombres perdido capacidad procrear ignora razon mujeres planeta vuelto esteriles mundo estremece muere muchacho  años persona joven tierra vive situacion caos galopante tales circunstancias theo clive owen desilusionado exactivista radical londres convertido burocrata contratado julian julianne moore proteja persona buscada tierra;1
vida hermanos sufre brusco cambio aparece padre recordaban vieja fotografia ¿es realmente padre ¿por vuelto chicos encontraran respuesta preguntas remota solitaria isla emocionante viaje padre bellos parajes siberia opera prima realizador ruso andrey zvyagintsev nacido  autor filmes television rusa leon oro venecia calificada critica film amor perdida afectos ingreso edad adulta irresistible fuerza emocional;1
detroit  chris mankowski detective abandonar unidad artificieros enfrentarse banda radicales detenidos años sesenta volar propiedad federal protesta guerra vietnam robin abbott formo banda sospecha miembros movimiento traicionaron compañero skip gibbs especialista cine experto explosivos robin propone skip asustar bombas woody ricks delatores reparta cien millones dolares vale terreno acaba heredar;0
bill abby joven pareja deciden abandonar pobreza dura vida llevan chicago  linda hermana bill viajan campos trigo texas encuentran braceros granja recogida cosecha joven apuesto patron creer hermanos pide queden enamorado abby;1
escabullirse fiesta amigas amber stevens  años desaparece forzada mundo trafico sexual familia comunidad luchan recuperarla inspirado eventos reales;0
clarke dustin hoffman rogers warren beatty compositores mediocres suerte necesitan desesperadamente dinero siguiendo consejo agente emprenden gira mitica republica ishtar llegan resulta reclutados separado espias servicio bandos opuestos revolucion punto estallar clarke rogers peores espias musicos acabaran perdidos desierto compañia camello ciego asesinos cia impide rivalicen amor hermosa revolucionaria isabel adjani filmaffinity;0
terminada guerra secesion  sobrevivido matanza indios ganadero tom dunson john wayne hijo adoptivo matthew garth montgomery clift proyectan trasladar diez mil cabezas ganado texas missouri intentado operacion envergadura filmaffinity;1
principios siglo  cartografo cartographer jonathan green emprende viaje cientifico europa pasar transilvania cruzado montes carpatos pequeña villa perdida bosques posibiliades pesada niebla haberlo traido maldito gente vive viajante visto habitantes cavado profunda fosa defenderse mundo exterior comparten ingenua creencia salvarse llegar entender nido almas espera oportunidad esparcirse mundo;0
nan;0
nan;0
experimentos criogenia convertido dr victor fries arnold schwarzenegger malvado mr freeze villano necesita mantener cuerpo temperaturas gelidas intentara congelar habitantes ciudad gotham timida botanica pamela isley uma thurman transformara transcurso experimento terrible hiedra venenosa querra asesinar seres humanos tierra plantas recuperen hegemonia planeta motivo batman george clooney robin chris odonnell deberan enfrentarse detener siniestros planes;0
historia amor luke antiguo campeon rodeo buscando vuelta competicion sophia estudiante punto embarcarse sueño mundo arte york filmaffinity;1
abril  mando veterano sargento wardaddy brigada soldados americanos bordo tanque fury luchar ejercito nazi borde desesperacion alemanes derrota cantada;1
adaptacion comic motorista fantasma controlar deseos venganza johnny blaze nicolas cage ve poderes maldicion vive apartado mundo relacionarse acaba localizado monje moreau necesita ayuda buscar nadya hijo danny encuentre roarke viejo conocido blaze;0
 pequeño pueblo jutlandia occidental viejo morten borgen dirige granja borgensgaard hijos mikkel johannes anders casado inger hijas pequeñas momentos inger embarazada esperan tercero johannnes antiguo estudiante teologia haberse imbuido ideas kierkegaard identificarse figura jesucristo considerado loco tercero anders enamorado hija sastre lider intransigente sector religioso rival circunstancia revitaliza discordia existido familias ve ojos hijos contraigan matrimonio;1
 familia india muda unidos esperanza vivir sueño americano hijo  años smith enamora perdidamente chica deseo convertirse viejo aleja ideales familia;1
narra ajetradas vidas agentes inmobiliarios chicago sobrevivir mundo altamente competitivo mercado plena depresion situacion reaccionan escrupulos solidaridad admirables;1
¿como cambia hombre mundo pregunta obsesiona bruce wayne fantasma padres muertos tiros ojos calles gotham noche cambio vida atormentado culpa ira desilusionado heredero industrial desaparece gotham viaja secreto mundo buscando medios luchar injusticia utilizar miedo aprovechan miedo ayuda leal mayordomo alfred detective jim gordon  policias fuerzas orden publico gotham  lucius fox aliado division ciencias aplicadas wayne enterprises bruce wayne libera imponente alter ego batman justiciero enmascarado utiliza fuerza inteligencia despliegue artefactos alta tecnologia combatir fuerzas siniestras amenazan destruir ciudad;1
nan;0
jack adam sandler padre familia afrontar arduo problema llegada navidad odiada hermana jill principio iba visita alarga previsto obliga jack jill limar asperezas;0
harto programador informatico jefe peter gibbons propone despidan cobrar indemnizacion dedicarse vida joven camarera llamada joanna realidad anima seguir camino multiples acciones despido figuran llegar presentarse consideradas revolucionaria pronostico suponen aumento sueldo ascenso;1
nan;0
jamal malik dev patel adolescente pobre bombay motivo desconocido concursando version hindu programa ¿quien millonario punto  millones rupias premio concurso joven interrogado policia sospecha trampas preguntas jamal respuesta;1
mundo moralmente plano ropa sentido piel patrick bateman especimen soberbiamente elaborado cumple requisitos master universo diseño vestuario productos quimicos practicamente perfecto mundo desesperadamente encajar hombre adinerado wall street anonimo vuelve control terribles instintos insaciable sed sangre arrastra voragine objetos valen cuerpo alma persona;1
nan;0
nan;0
marinero pierde cabeza mujer rica egocentrica acostumbrada salirse aislados mundo isla invertir papeles despojandola orgullo dominandola completo finalmente enamora remake film italiano insolita aventura verano;0
michael moore vuelve carga documental denuncia sistema sanitario norteamericano sistema existir sanidad universal excluye  millones norteamericanos seguro salud privado pagarselo basa compañias privadas buscan beneficios economicos aseguradoras pagan bonos empleados rentabilidad proporcionan denegar prestaciones reclamaciones asegurados;1
paul jessie duncan greg kinnear rebecca romjinstamos perdido adam cameron bright hijo años tragico accidente preparativos entierro doctor richard wells robert niro propuesta increible clonar hijo devolverlo vida matrimonio acepta obvios inconvenientes legales eticos morales plantean faustico pacto doctor wells secretismo exige insignificante comparado hijo oportunidad vivir pareja trasladarse riverton adam clonado impresionante clinica fertilidad wells;0
randy the ram robinson mickey rourke luchador profesional wrestling estrella decada ochenta continuar carrera circuito independiente combatiendo cuadrilateros categoria brutales golpes recibido carrera empiezan pasar factura decide orden vida acercarse stephanie hija abandono evan rachel wood superar soledad amor cassidy streaper marisa tomei;1
dave paranoico trabajador municipal cuya hija adolescente vive obsesionada convertirse famosa rapera viven pequeño pueblo clase obrera norte york david descubre fama videos discursos ayuntamiento virales internet hordas hipsters brooklyn toman referente defender derechos ciudad;0
nan;0
escritor novelas terror kilmer llega pueblo vive amedrentado presencia asesino serie adaptacion cuento escrito coppola filmaffinity;0
pedro picapiedra nombrado vicepresidente compañia consejero secretaria engañarlo firme serie autorizaciones pagos quedarse dinero halagada vanidad pedro llegara romper amistad amigos marmol;0
hombre brad pitt nace ochenta años rejuveneciendo medida pasa cumplir años descumple historia hombre extraordinario gentes conociendo amores relacion daisy cate blanchett;1
duque york convirtio rey bretaña nombre jorge vi  abdicacion hermano eduardo viii tartamudez constituia inconveniente ejercicio funciones llevo buscar ayuda lionel logue experto logopeda consiguio aplicando serie tecnicas ortodoxas eliminar defecto rey;1
futuro lejano invade tierra raza extraterrestres invencibles comandante william cage oficial entrado combate encargan mision suicida resulta muerto entra bucle temporal ve obligado luchar morir multiples batallas libra habil eficaz lucha alienigenas compañera combate rita vrataski guerrera fuerzas especiales adaptacion manga hiroshi sakurazaka;1
nan;0
eric draven shelly websyter están punto casarse noche enlace asesinados brutalmente año después alma eric vuelve tierra forma cuervo vengarse;1
nan;0
invierno  harrisburg russ richards hombre television local quebrado meterse ruinoso negocio motos nieve desesperado convencer amante azafata tele numeros loteria amañe resultados filmaffinity;0
extranjeros frank delano tio bobby compran parque atracciones tranquilo pueblo despiertan culpa sospecha asesinato poblacion preferiria olvidar;0
regreso tierra nave carga nostromo interrumpe viaje despierta tripulantes ordenador central madre detectado misteriosa transmision forma vida desconocida procedente planeta cercano aparentemente deshabitado nave dirige extraño planeta investigar origen comunicacion;1
nan;0
nan;0
cumple  años heather mason decide buscar padre pesadillas acechan conducen ciudad niebla eterna acabara descubriendo misterio silent hill secuela pelicula silent hill basada saga videojuegos homonima;0
historia centra abby russell enfermera dedicada dudaria confiarle vida llega noche transforma usando ardiente sexualidad señuelo chica engaña hombres causandoles muertes brutales exponiendolos realmente enfermera joven comienza sospechar movimientos compañera compromete plan maestro dulce abby tendra encontrar seguir planes rendir cuentas justicia;0
nan;0
alien organismo perfecto maquina matar cuya superioridad fisica competir agresividad oficial ripley tripulacion nave “nostromo” habian enfrentado monstruosa criatura ripley sobrevivio masacre vagar espacio años ripley rescatada planeta alien colonizado pierde comunicacion colonia investigar motivos envia expedicion marines espaciales capitaneados ripley esperan miles espeluznantes criaturas alien reproducido lucha supervivencia humanidad;1
nan;0
big fish historia padre moribundo edward bloom albert finney hijo will ewan mcgregor aprender acerca progenitor reuniendo distintas historias contado will recrea vida serie leyendas mitos inspirados hechos conoce deseo madre sandy reunir padre hijo comienza comprender debacle padre relatos viajes mundo delirios incluyen gigantes tornados brujas;1
carol anne enviada chicago vivir tios protegerla malvado reverendo kane vive enorme edificio sesion hipnosis carol anne kane vuelva tomar posesion rascacielos;0
pequeños ninjas siguen abuelo japon aventura artes marciales perseguidos trio ladrones torpes descerebrados ejercito ninjas perfectamente entrenados rocky colt tum tum tendran problemas escapar;0
nan;0
nan;0
version cinematografica mito pigmalion inspirada obra teatral homonima escritor irlandes gb shaw lluviosa noche  excentrico snob lingüista henry higgins conoce eliza doolittle harapienta ordinaria vendedora violetas vulgar lenguaje florista despierta interes arriesgada apuesta amigo coronel pickering compromete enseñarle hablar correctamente ingles hacerla pasar dama alta sociedad plazo meses;1
nan;0
obsesionado busqueda idea matematica original brillante estudiante john forbes nash russell crowe llega princeton estudios postgrado muchacho extraño solitario comprende compañero cuarto paul bettany nash esboza revolucionaria teoria plaza profesor mit alicia larde jennifer connelly alumnas deja fascinado mostrarle leyes amor matematicas gracias prodigiosa habilidad descifrar codigos reclutado parcher william ed harris departamento defensa ayudar unidos guerra fria union sovietica;1
nan;1
sheena tanya roberts reina selva niña perdio padres safari criada bruja tribu africana adquirio poderes conocimientos comunicarse telepaticamente criaturas selva convertida bella joven vive amor vic casey ted wass reportero television juntos trataran frenar ambiciones territoriales malvado principe africano;0
aventuras famoso personaje creado paul hogan hijo acaecidas jungla californiana mick dundee vive actualidad sue mujer robo corazon padre sue ruega hija traslade urgentemente california hacerse cargo direccion periodico selva angeles cocodrilo dundee mujer hijo viviran divertidas emocionantes aventuras investigando misterio llevara estudio cinematografico hollywood;0
sorprendente debut jovencisimo john singleton nominado oscar director  años drama historia amigos infancia viven peligroso barrio angeles deberan enfrentarse dificiles dilemas abrirse camino vida;1
nan;0
tina armstrong superestrella mundo lucha femenina christie bella ladrona asesina sueldo princesa kasumi guerrera aristocrata asiatica recibio formacion maestros artes marciales helena douglas atleta deportes extremos cuyo tragico obliga confinarse lejano palacio sureste asiatico torneo dead or alive unira selvatico paraje flor nata luchadores elite mundial esforzandose maximo premio  millones dolares contendientes zack luchador callejero bayman poseedor record guinness conocido hombre fuerte australia duro leon;0
drama competicion baile hiphop enfrentan distintas bandas duelos bailarines jovenes raperos lograr sueños utilizan bailar elgin david amigos bailan calle dinero grupo ciudad desafia batalla baile david elgin colegas grupo deberan crear perfeccionar movimientos desafiantes mejores;0
biopic cantante musica country johnny cash historia comienza arkansas epoca depresion john cash hijo aparcero tardara iniciar salvajes giras pioneros rock and roll elvis presley carl perkins roy orbison jerry lee lewis waylon jennings giras culminan inolvidable concierto  prision folsom cash convirtio artista boga vendiendo beatles;1
nan;0
pelicula historia mujer divorciada comienza aventura sentimental joven vive casa adolescente principio relacion marcha empieza complicarse haciendose dificil habian imaginado affaire tendra consecuencias negativas;0
katie jessica simpson marcha york visitar novio descubrirle brazos mujer decide dejarle encontrarse ayuda debra penelope ann miller freddy andy dick intrigantes colaboradores empresa constructora conoce ben luke wilson tipo enamora impedir katie consiga corazon desea;0
estudiantes secundaria viven semana salvaje deciden visitar campus universitario año elecciones;0
marty mcfly adolescente amigo doc cientifico toman chiflado doc crea maquina viajar forma automovil deportivo marty viaja accidentalmente año  encontrara padres jovenes impide encuentro mcfly debera enamoren casen deje existir;1
hard days night comedia cinematografica britanica  escrita alun owen protagonizada the beatles —john lennon paul mccartney george harrison ringo starr— apogeo beatlemania pelicula dirigida richard lester publicada originalmente united artists pelicula hecha estilo documental ficticio describe par vida grupo;1
suerte grupo turistas ingleses cambia rotundamente llegan españa conocerse nightclub resort mediterraneo jovenes deciden continuar fiesta bordo lujoso yate oceano;0
nan;0
jamal jeffries brillante jugador baloncesto seguir profesional deporte ama decide jugar liga profesional ¡la chicas comienza jamal mejores jugadores nba expulsado equipo jugaba causa comportamiento desesperado jugar decide disfrazarse mujer entrar equipo femenino baloncesto tratara seguir carrera convertido juwanna mann provocando tipo confusiones situaciones descabelladas;0
drama rodado  años   rodaje historia mason ellar coltrane años decada poblada cambios mudanzas controversias relaciones tambalean bodas colegios amores desilusiones momentos maravillosos miedo constante mezcla desgarro sorpresa viaje intimo epico euforia niñez sismicos cambios familia moderna paso;1
nan;0
kate reddy sarah jessica parker deja piel firma bostoniana gestion financiera caer noche vuelve casa reencontrarse marido richard greg kinnear arquitecto acaba perder hijos pequeños precario equilibrio familia mantiene diario mordaz allison christina hendricks amiga compañera kate evitar costa joven momo olivia munn competente ayudante kate fobia niños kate recibe importante encargo obliga frecuentes viajes york richard sueños situacion debilita delgado hilo mantiene unida pareja complicar encantador colega kate jack abelhammer pierce brosnan acabara resultando inesperada tentacion;0
expresidiario individualista solitario planea golpe atracar casino royal vegas ignora local propiedad mafia sociedad admite competencia;1
desventuras policia montado canada comunidad semihappy valley valle semifeliz situado montañas rocosas canada ocurre digno mencion dudley esforzado miembro policia montada canada novia nell fenwick mujer mundo confundida relaciones hombres villano snidley whiplash convence pobre dudley vampiros bosques locales riega pepitas oro rios zona desatando fiebre oro consecuencia alboroto forma dudley despedido padre nell inspector fenwick decide pasar accion convierte hombre enmascarado derrotar villano;0
nan;0
nan;0
felizmente casados jody empiezan observar fenomenos extraños casa volver hospital bebe aiden caos apodera jody bailarina ballet carrera investigador monos pareja descubre acosada presencia demoniaca juntos ayuda expertos cualificados numerosas camaras intentaran deshacerse malefico;0
veterano guerra vietnam cazador llewellyn moss descubre casualidad sangrienta escena algun frontera texas mexico cazando animales arido paisaje negocio cerro contrabandistas drogas hombres locales zona provocando muerte cuerpos paquetes heroina llewellyn descubre maleta millones dolares llewellyn toma maleta dinero provoca reaccion cadena catastrofica violencia carrera sangrienta quieren darle caza;1
nan;0
harry paul detective cuyo prestigio especialista vigilancia sistemas seguridad reconocido colegas recibe encargo magnate investigar joven esposa debera escuchar conversaciones empleado marido enamorada mision experto categoria resulta vista inexplicable pareja ofrece ningun interes corriente harry finalizado advierte extraño oculta banalidad investigando cliente niega identificarse utilizando intermediarios;1
mike emma viaje camping invierno quedan varados bosque accidente moto nieve desaparece luchar elementos eludir hombre misterioso traves bosque;0
seth poderoso guerrero controlado ordenador vengar creadores asesinandolos unico detenerle luc deveraux heroico soldado;0
jesse celine conocieron tren pasaron juntos noche inolvidable paseando viena prometieron encontrarse meses cita llego producirse diez años vuelven casualmente paris jesse gira promocionando novela ve gente libreria vive paris york jesse inmediatamente decide dejarlo pasar celine pasan cafes parques recordando capital austriaca hablando vidas;1
don birnam ray milland escritor fracasado causa adiccion alcohol adiccion destruido fisica moralmente convertido hombre desprovisto voluntad seguir bebiendo capaz robar novia jane wyman hermano medios regenerarlo esfuerzos parecen esteriles;1
parodia cine britanico epoca estilo james ivory proposito apellido familia protagonista historia;1
historia gato botas historia llena alegria comicidad morir padre joven hereda hermoso gatito realmente gatito gato ayudara conquistar metas amor vida tendra correr riesgos gato lograra cometido;0
nan;0
kahuna superbebe misteriosos poderes complicada mision salvar mundo poderoso villano pretende controlar corazon mente niños planeta alma inocente podra detenerlo lograrlo debera acudir ayuda grupo brillantes chavales empiezan andar;0
nan;0
asesino sueldo retirarse asesinar hijas millonario decide salvarlas topandose camino misterioso colgante teletransporta tierra magica debera cumplir destino salvar lugareños facinerosos mantienen oprimidos…;0
nan;0
pelicula desarrolla unidos año  selma björk inmigrante checa muda hijo gene padece enfermedad hereditaria degenerativa ocasionando rapida ceguera progresiva motivo selma ahorra centavo centavo lata guarda cocina pagar operacion evite hijo sufra destino;1
ataque sorpresa tropas imperiales bases camufladas alianza rebelde luke skywalker compañia rd planeta dagobah busca yoda maestro jedi enseñe secretos fuerza princesa leia chewbacca cpo esquivan fuerzas imperiales piden refugio antiguo propietario halcon milenario lando calrissian ciudad minera bespin prepara trampa urdida darth vader;1
chuck noland ejecutivo empresa multinacional mensajeria fedex ve apartado comoda vida prometida causa accidente avion queda aislado civilizacion remota isla tropical unico superviviente isla años subsistencia chuck aprende tecnicas supervivencia sufre tortura soledad solucion arriesgar vida adentrandose mar adentro;1
nan;0
detective jack cole llega angeles mision ayudar teniente campbell resolver caso asesino serie crucifica victimas misterioso cole complica investigacion ellen dunleavy exmujer aparece asesinada;0
mulan joven china hija unica familia fa buscar novio amigas medios alistarse ejercito imperial evitar anciano padre llamado filas defender emperador acoso hunos emisario imperial cabo orden reclutar varones familias mulan hara pasar soldado sometera duro entrenamiento hacerse merecedora estima confianza resto escuadron;1
nan;1
temerario aventurero peter quill objeto implacable cazarrecompensas robar misteriosa esfera codiciada ronan poderoso villano cuya ambicion amenaza universo escapar incansable ronan quill ve obligado pactar complicada tregua cuarteto disparatados inadaptados rocket mapache armado rifle groot humanoide forma arbol letal enigmatica gamora vengativo drax the destroyer quill descubre esfera debera derrotar extravagantes rivales desesperado salvar destino galaxia;1
documental banda musical britanica adolescentes one direction narra origenes  miembros grupo niall horan zayn malik liam payne harry styles louis tomlinson simon cowell concursado version britanica programa television factor  banda rapidamente gano legion seguidores actuacion participaban concursantes convirtio popular tiempos marzo  album debut one direction “up all night” historia unidos album grupo britanico entrara posicion listas  escuchados unidos documental conocemos familias exploraremos sueños ahondaremos sienten meteorica subida estrellato concierto principal pelicula london arena abril ;1
estacion experimental antartida equipo investigadores descubre ente extraño venido espacio indicios permanecido enterrado nieve  años descongelarse experimenta metamorfosis sorprendente;1
dave recien llegado york visitante perdido totalmente incomodo cuerpo dave hombre nave hecha imagen semejanza comandante miniatura controla;0
celine julie delpy estudiante francesa visitar abuela budapest jesse ethan hawke joven estadounidense realiza viaje traves europa abandonado novia realmente visitar españa encuentran tren trayecto budapest viena llegados viena jesse descender logra convencer celine pase noche capital austriaca curso noche conocen fondo discuten revelan cuestiones diversas vida muerte sexo;1
chicos pasar semana cabaña perdida espeso bosque montañas tennessee instalados encuentran cenando trampilla acceso sotano abre golpe extrañados deciden bajar investigar encuentran magnetofono extraño cuchillo ritual libro antiquisimo;1
nan;0
mcfarland historia entrenador atletismo interpretado kevin costner the guardian voto reconstruir equipo perteneciente instituto educacion secundaria pequeña ciudad california traves energica motivacion instructor estimular habilidad competitividad desarrollo alumnos componen equipo grupo jovenes deportistas mano destacado entrenador tendra frente numerosos obstaculos caracter fisico social recorrido evolucion capacidad superacion preparador cuadrilla servira inspiracion miembros equipo duro recorrido veran recompensado esfuerzo dedicacion;1
parodia pelicula helsing daran cita cantidad personajes genero fredy krueger pesadilla elm street pinhead hellraiser chucky muñeco diabolico jason viernes ;0
