id;title;overview;release_date;like
539073;3D Kanojo – Real Girl;Hikaru Tsutsui es un estudiante de secundaria tranquilo y modesto que renuncia a la compañía de sus compañeros de clase para pasar el tiempo leyendo manga, jugando videojuegos y viendo anime. Incluso la gente de su escuela ni siquiera sabe que existe. Está contento con vivir en su mundo en 2D, hasta que un día se le asigna limpiar en el grupo de la escuela con la hermosa Iroha Ikarashi y ella confiesa sus sentimientos hacia él. ¿El afecto de Iroha hará que Hikaru salga de su caparazón?.;14/9/18;
435097;The Basement;Un hombre aparentemente inocente es secuestrado por un asesino en serie de Los Ángeles que obliga a sus víctimas a cambiar roles con él con el fin de reproducir su propia captura, tortura y asesinato.;14/9/18;
460071;El asesinato de la familia Borden;La película cuenta la historia real de Lizzie Borden y los asesinatos que cometió en su propia casa en 1892 y por los que nunca fue condenada. Un thriller psicológico sobre como la famosa Lizzie asesinó a su padre y su madrastra con la ayuda de la sirvienta Bridget Sullivan, con la que estableció una afectuosa relación.;14/9/18;
532973;Hell House LLC II: The Abaddon Hotel;"Han transcurrido ocho años desde la tragedia acaecida en Hell House y todavía quedan muchas preguntas por contestar con respecto a los acontecimientos que allí tuvieron lugar. Gracias a un soplo anónimo, la periodista Jessica Fox está convencida de que la prueba clave para desentrañar el caso se esconde en el hotel abandonado ""Abaddon"". Con la esperanza de encontrar en él las respuestas que busca, la reportera reúne a un grupo de expertos que comparten su única preocupación: descubrir la verdad a toda costa.";14/9/18;
453546;Marisa en los bosques;Marisa tiene la sensación de que se ha convertido en la actriz secundaria de su propia vida. Sin proyectos, sin trabajo, sin futuro… Ha acabado por olvidarse de sí misma para centrarse en el gran drama de Mina, su mejor amiga, que se ahoga en la desesperación que le provoca su ruptura con Salvador. Cuando acuda a sus amigos en busca de apoyo, lo único que encontrará serán más problemas, más vidas a la deriva. Un repentino hecho trágico vendrá a alterar el frágil equilibrio de su vida y Marisa optará por buscar consuelo en la noche de Madrid, dispuesta a desaparecer del mundo, de manera callada y silenciosa, como en un fundido a negro.;14/9/18;
295011;Paciente cero;Tras una pandemia sin precedentes, la Humanidad ha resultado prácticamente arrasada por un virus que ha convertido a la mayor parte de la población en violentos infectados. Un hombre está capacitado para comunicarse con los infectados, una habilidad que le convierte en el punto de partida para hallar el origen de la infección y su cura.;14/9/18;
483315;Armado. La gran conspiración americana;Un exagente federal que intenta reorientar su vida tras un caso difícil descubre que muchos de sus compañeros están sufriendo lo mismo que él y que quizá haya una conspiración.;14/9/18;
506680;Invencible;Zamperini regresa a California donde se casó a regañadientes con Cynthia Applewhite mientras luchaba contra el trastorno postraumático. Sufriendo pesadillas constantes, ira, amargura y depresión, su mujer le convence para ir a la cruzada evangelista de 1949 de Billy Graham.;14/9/18;
484428;Conociendo a Astrid;Biopic de la escritora sueca Astrid Lindgren (Alba August), autora del mítico personaje de Pipi Calzaslargas. La película hace un recorrido por su vida, desde sus orígenes en un pequeño pueblo rural en Vimmerby, hasta su marcha como voluntaria en la redacción de un periódico local. Años después se mudaría a Estocolmo, donde comenzó a estudiar taquigrafía y se convirtió en madre soltera a los dieciocho años. La historia de la que sería una escritora conocida en todo el mundo, y una de las mujeres más inspiradoras de nuestra época. Una mujer que, a pesar de los condicionamientos de su época y de una educación religiosa, decidió romper con las normas de la sociedad y obedecer sólo a su corazón.;14/9/18;
516784;The Toybox;Una familia se va de viaje al desierto en una caravana pero se queda atrapada en un terreno sofocante. Allí se dan cuenta de que la caravana esconde secretos horribles.;14/9/18;
452327;Lost Child;Una veterana del ejército regresa a casa y encuentra a un muchacho abandonado en el bosque. Cuando busca pistas sobre la identidad del chico, descubre la leyenda existente sobre un espíritu que se presenta en forma de un niño.;14/9/18;
541660;Silvio (y los otros);Silvio Berlusconi (Toni Servillo) se encuentra en el momento más complicado de su carrera política, recién salido del gobierno y con las acusaciones de corrupción y de sus conexiones con la mafia a punto de llegar a los juzgados. Sergio Morra (Riccardo Scamarcio) es un atractivo hombre hecho a sí mismo que sueña con dar el salto de sus cuestionables negocios de provincia a escala internacional. El camino más rápido para conseguirlo es acercarse a Silvio, el hombre más poderoso de Italia. Para Sergio solo hay una manera de llamar la atención de Il Cavaliere: las fiestas, las velinas, las extravagancias y el exceso.;13/9/18;
519255;BEL CANTO: LA ÚLTIMA FUNCIÓN;Una cantante de ópera mundialmente conocida es secuestrada como rehén cuando un rico empresario la invita a actuar para él en sudamérica.;13/9/18;
519223;Acusada;Dolores Dreier, vive la vida de una joven estudiante hasta que su mejor amiga es brutalmente asesinada. Dos años después, ella es la única acusada por el crimen en un caso de gran exposición mediática que la ha puesto en el centro de la escena: todo el mundo tiene una opinión acerca de su inocencia o culpabilidad. Dolores se prepara para el juicio aislada en su casa, mientras la familia Dreier funciona como un equipo dispuesto a todo para defender a su hija. Pero a medida que el proceso avanza y la presión aumenta, los secretos y la sospecha aparecen en el seno familiar. Acorralada por la evidencia, Dolores deberá enfrentarse a sus propias dudas sobre lo que verdaderamente ocurrió.;13/9/18;
473338;Antonio López 1970: sexo, moda y disco;Antonio Lopez fue el ilustrador más influyente de los años 70 pero también un miembro destacado de la alta sociedad neoyorkina que quemaba las noches en Studio 54 y un cool hunter que descubrió a Grace Jones o Jerry Hall.;13/9/18;
460885;Mandy;Red (Nicholas Cage) es un leñador que vive alejado del mundo junto al amor de su vida, Mandy (Andrea Riseborough). Un día, mientras da un paseo abstraída en una de las novelas de fantasía que suele leer a diario, Mandy se cruza sin saberlo con el líder de una secta que desarrolla una obsesión por ella. Decidido a poseerla a cualquier precio, él y su grupo de secuaces invocan a una banda de motoristas venidos del infierno que la raptan y, en el proceso, hacen añicos la vida de Red. Decidido a vengarse y equipado con toda clase de artilugios, pone en marcha una matanza que deja cuerpos, sangre y vísceras allá por donde pasa.;13/9/18;
544423;Muralla;Muralla es un thriller que narra la historia de Coco Muralla Rivera quien fue arquero en los 90s y hoy intenta recuperar a una niña para salvar a su hijo.;13/9/18;
463272;Johnny English: De nuevo en acción;Tercera entrega de la saga cómica Johnny English, con Rowan Atkison de regreso en el papel del muy querido agente secreto. Esta nueva aventura empieza cuando un ciberataque revela la identidad de todos los agentes de incógnito de Gran Bretaña, por lo que Johnny English es la última esperanza para los servicios secretos. Al verse sacado de su plácida vida de jubilado, English se lanza sin contemplaciones a la busca y captura del hacker que lo planeó todo. Nuestro héroe, un hombre de pocas habilidades y métodos analógicos, deberá superar los retos que plantea la tecnología moderna para que su misión se convierta en un éxito.;13/9/18;1
489990;Pity;La historia de un hombre que se siente feliz solo cuando es infeliz, un hombre adicto a la tristeza, que tiene tanta necesidad de compasión, que está dispuesto a hacer todo lo posible por evocarlo a los demás. Esta es la vida de un hombre en un mundo que no es lo suficientemente cruel para él.;12/9/18;
463858;Mentes brillantes;El primer año de Universidad suele ser el más complicado para los estudiantes, especialmente si están estudiando medicina. De esto se da cuenta rápidamente Benjamin (William Lebghil), un alumno de primer curso que sueña con ser doctor a cualquier precio. Benjamin conoce allí a Antoine (Vincent Lacoste), un joven que va más atrasado que el resto de su promoción. Juntos, se proponen conseguir superar el año, sacando muy buenas notas, sin importar el sacrificio que tengan aportar. Los dos jóvenes entablarán una amistad entrañable mientras luchan por hacer sus sueños realidad.;12/9/18;
468219;Muerto en una semana;Numerosos intentos de suicidio fallidos conducen a William a contratar a un sicario, Lesie, apunto de retirarse del negocio, para que haga el trabajo por él. Pero William encuentra, por fin, una razón para seguir con vida. El problema es que el contrato está firmado y el trabajo, pagado. Y aunque el asesino no tiene inconveniente en cancelar su trabajo, el jefe de este tiene otra cosa en mente.;12/9/18;
542630;Bao Bei Er;Jiang Meng nació hace 19 años en Nanjing con el síndrome de VACTERL. Sus padres la abandonaron. Con la ayuda de su madre de acogida y del director Wang, Jiang trabaja en un hospital como limpiadora. Un día Jiang se encuentra con un hombre que llega al hospital con un recién nacido. Se entera de que el bebé es una niña que tiene el síndrome de VACTERL y de que el padre ha decidido no tratar a su hija.;12/9/18;
515911;Señorita J;Madame de La Pommeraye (Cécile de France) se retira de su reclusión debido a la muerte de su marido, siendo seducida por el Marqués de Arcis (Edouard Baer). Cuando su romance con el lujurioso marqués da un giro inesperado, la rica viuda trama un plan para vengarse con la ayuda de una joven (Alice Isaaz).;12/9/18;
452731;La tierra de las buenas costumbres;Anders Hill (Ben Mendelsohn) es un padre de familia recién jubilado que decide que ha tenido suficientes hábitos rutinarios en su vida. Abandona a su mujer (Edie Falco) y, en busca de libertad y despojado de las comodidades de su vida anterior, se embarca en un viaje para reconciliar su pasado con su presente.;12/9/18;
521296;Okko, el hostal y sus fantasmas;Después de perder a sus padres en un accidente de coche, Okko empieza a vivir en el campo con su abuela que lleva una posada japonesa tradicional. Mientras se prepara para ser la propietaria de la posada, empezará a ver fantasmas amistosos.;12/9/18;
523593;Monstrum;En el vigésimo segundo año de Jung Jong (en el siglo XVI de la actual Corea), el pueblo está aterrorizado por los rumores que afirman haber visto una criatura monstruosa devorando humanos en el monte Inwangsang. Esto lleva al emperador Jung Jong a enviar al mejor hombre de su ejército a encontrar a esta bestia mítica. A partir de un extraño suceso documentado en los anales de la dinastía Joseon, Monstrum se erige como una feroz monster movie histórica.;12/9/18;
525642;Space Trash Bag;La criatura mas inesperada llega del espacio para sembrar el terror. Una pareja de detectives deberá detener al siniestro ser antes de que consuma su maligno plan.;10/9/18;
532908;Fahrenheit 11/9;"Documental sobre la campaña electoral y la presidencia de Donald Trump. Se titula ""Fahrenheit 11/9"" (haciendo referencia a su aclamado documental Fahrenheit 9/11 por el que recibió la Palma de Oro en el Festival de Cannes 2004) por la fecha en la que el mandatario republicano fue declarado presidente electo, el 9 de noviembre del año 2016. El propio Moore ha declarado que espera que los datos de su documental sean tan demoledores que el film contribuya a derribar la credibilidad que Trump tiene entre sus seguidores.";10/9/18;
546776;Mancha;Bavure describe la evolución de un ser, desde su creación hasta que toma conciencia de los misterios del Universo. Una metáfora de la creación del mundo acompañada de una parábola sobre la creación artística.;9/9/18;
470398;Muse;Adam es un joven pintor que encuentra su musa en una “leanan sídhe”, una hermosa pero letal criatura de la mitología celta que le sirve de inspiración para sus obras. Cuando las obras del artista empiezan a obtener reconocimiento, le es evidente que debe su carrera al hada, pero poco a poco ella empezará a hacerle peticiones cada vez más peligrosas y mortales para las personas que le rodean.;9/9/18;
547377;Víctima de un engaño;Cuando la decoradora Melissa Davis conoce a su nuevo cliente, John Anderson, ella cree que ha encontrado al hombre de sus sueños. Sin embargo, cuando la ex de John, Carrie, aparece , Melissa se entera de que el hombre de sus sueños tiene un secreto oscuro que matará para proteger.;8/9/18;
548053;Silenciados (Cuando los maltratados son ellos);En diciembre de 2004, se aprobó en España la Ley Integral contra la Violencia de Género (LIVG) con la intención de frenar la lacra de mujeres muertas a manos de sus parejas.  14 años más tarde, no sólo, no ha descendido el número de víctimas, sino que ha quedado patente que la LIVG ha generado una grave situación de desigualdad entre hombres y mujeres.  La instrumentalización de dicha ley, que vulnera derechos fundamentales como la presunción de inocencia, silencia la situación de buena parte de sus víctimas mientras que la inmensa mayoría de los conocedores de las injusticias ocasionadas por la misma callan.;8/9/18;
543774;Lionheart;Adaeze (Genevieve Nnaji) es una mujer que está decidida a tomar las riendas de la empresa de transporte que maneja su padre. Cegado por el sexismo, el patriarca de la familia favorece a su hijo para tomar la posición de responsabilidad a la que aspira Adaeze, lo que la estimula a trabajar aún más duramente para demostrar su valía. Sin embargo, todo cambia cuando descubre que la empresa se financia de manera ilegal, algo que provoca que decida aceptar finalmente un rol distinto en la empresa del que había previsto en un principio.;8/9/18;
546608;Plantar la bandera;Un pareja de astronautas  se quedan atrapados en una misión en Islandia, donde tendrán que enfrentarse a un enemigo más fuerte que la falta de gravedad.;8/9/18;
542433;El pomo azul;Soledad, que forma una pareja aparentemente consolidada con Juan, busca el piso más apropiado para su futuro en común. Un aviso inusual le pone sobre la pista de “su objeto de deseo”, un espléndido piso que “regala” una peculiar pareja de ancianos a la pareja ganadora de una serie de pruebas extravagantes y eliminatorias. Una serie de equívocos, entre los que se incluye la suplantación del novio original por su hermano en la realización de las pruebas para conseguir el piso, así como la aparición de un portero mefistofélico harán replantearse la vida a los protagonistas.;7/9/18;
545642;Fraternidad;Mohamed entra en shock cuando su hijo mayor, Malik, vuelve a casa tras un largo viaje acompañada de una extraña mujer.;7/9/18;
434767;Dios bendiga el camino roto;La historia de una joven madre que pierde a su esposo en Afganistán y lucha por criar a su pequeña hija en su ausencia.;7/9/18;
519091;Carmen y Lola;Carmen es una adolescente gitana que vive en el extrarradio de Madrid. Como cualquier otra gitana, está destinada a vivir una vida que se repite generación tras generación: casarse y criar a tantos niños como sea posible. Pero un día conoce a Lola, una gitana poco común que sueña con ir a la universidad, dibuja graffitis de pájaros y es diferente. Carmen desarrolla rápidamente una complicidad con Lola, y ambas tratarán de llevar hacia delante su romance, a pesar de los inconvenientes y discriminaciones sociales a las que tienen que verse sometidas por su familia.;7/9/18;
421658;Atentado en el Estadio;Tras el ataque de un grupo terrorista fuertemente armado en un popular evento deportivo, Michael Knox (Bautista) debe utilizar su entrenamiento militar para salvar a las 35.000 personas que allí se dan cita. Entre ellas se encuentra la hija de un antiguo compañero de armas caído en acción, un hecho que implica personalmente a Knox en el rescate.;7/9/18;
441583;Las distancias;Olivia, Eloy, Guille y Anne aterrizan en Berlín para darle una sorpresa a Comas por su treinta y cinco cumpleaños, pero él no les recibe como ellos esperaban. A lo largo de un fin de semana, el grupo se irá desgranando, cuestionándose el sentido de su amistad y enfrentándose a la decepción que supone aceptar que su vida no es como pensaban que sería cuando eran más jóvenes.;7/9/18;
547131;House of Darkness: New Blood;Una madre soltera intentará demostrar que la terrible tragedia que sacudió a su familia años atrás estuvo causada por fuerzas oscuras muy peligrosas. ¿Logrará hacerlo sin poner en peligro la vida de sus seres queridos?;7/9/18;
485811;Redcon-1;Cuando los zombis comienzan a tomar el control del mundo se convierten en versiones malignas de sus personalidades pasadas pero adquiriendo cualquier habilidad de combate previa que tuviera la persona mejorada con capacidades superhumanas… esto hace su erradicación casi imposible. En este infierno existe una unidad de fuerzas especiales que son asignados a una misión suicida con el objetivo de rescatar a un científico atrapado en una ciudad dirigida por los muertos vivientes;7/9/18;
478100;La mujer más asesinada del mundo;En el París de los años 30, una actriz famosa por sus sangrientas escenas en el Grand Guignol se enfrenta a un misterioso acosador y a los fantasmas de su pasado.;7/9/18;
533992;Cuando los ángeles duermen;Germán, un honrado padre de familia que conduce de regreso a casa, verá tambalear su mundo cuando, en un accidente de carretera, su destino se cruza con el de dos chicas adolescentes, convirtiendo la noche en la peor de las pesadillas.;7/9/18;
458594;Matar o morir (Peppermint);Riley North (Jennifer Garner) despierta de un coma y se entera de que su marido y su hija han sido brutalmente asesinados. Cuando años después el sistema que debe juzgar a los asesinos demuestra su fracaso, Riley decide tomarse la justicia por su mano.;6/9/18;
543086;The Truth About Killer Robots;El documental se centra en varios casos en los que un robot ha sido el responsable de la muerte de un ser humano. A través de la opinión de ingenieros, periodistas, filósofos, escritores e incluso del propio Isaac Asimov (uno de los padres de la robótica), Maxim Pozdorovkin ofrece una reflexión sobre el futuro de una industria que sigue creciendo a pasos agigantados.;6/9/18;
514277;Mara;La psicóloga criminalista Kate Fuller es asignada al caso de asesinato de un hombre que aparentemente fue estrangulado mientras dormía por su esposa, y cuyo único testigo es su hija de ocho años, Sophie. Mientras Kate profundiza en el misterio de un antiguo demonio que mata a las personas mientras duermen, ella comienza a experimentar los mismos síntomas petrificantes que todas las víctimas anteriores. Decidida a resolver el caso y su situación, Kate pasará por una espiral de pesadillas escalofriantes para intentar salvarse a sí misma y a Sophie antes de atreveserse a volver a dormir de nuevo.;6/9/18;
466532;Clara;Isaac Bruno es un astrónomo obsesionado con encontrar señales de vida extraterrestre: pasa demasiado tiempo mirando las estrellas, así que apenas puede hacer nada cuando su vida personal comienza a colapsar delante de sus ojos. Bruno encontrará la inesperada ayuda de Clara, una joven asistente que tiene pocos conocimientos pero mucha motivación. Juntos harán un revolucionario descubrimiento.;6/9/18;
547447;Yanka y el espíritu del volcán;Yanka es una niña de trece años que vive en la ciudad junto a su padre. Su madre los abandonó diez años atrás, dejándole a ella como único recuerdo un collar con tres piedras. Según testigos, la madre se perdió en el bosque del Copahue la noche en que el volcán entró en erupción por última vez y nunca más se volvió a saber de ella. Tras intensos meses de búsqueda las autoridades la dieron por muerta. Yanka nunca creyó en esta version y siempre sostuvo que su madre estaba viva. El dia del casamiento del padre, Yanka se revela y, mientras su padre se va de luna de miel, ella decide ir al bosque a buscar a su madre. Pero el bosque es un lugar lleno de trampas y seres extravagantes.;6/9/18;
471515;Aventuras en la Escuela Pública;Un joven extraordinariamente inteligente que ha estudiado siempre en casa se enamora de una chica a la que le falta una pierna y se inscribe en la escuela pública para aprender a relacionarse con los demás. El choque cultural que enfrenta es enorme.;6/9/18;
472715;El último hombre;El último hombre cuenta la historia de Kurt Matheson, un veterano de guerra con trastorno de estrés post traumático que cree que el fin del mundo se acerca. Luego de establecer una relación con un dudoso Mesías abandona su vida cotidiana y comienza a entrenarse de una manera extrema en un refugio subterráneo. Todos dudan de su integridad mental pero cuando él mismo empieza a planteárselo algo extraordinario sucede.;6/9/18;
439079;La monja;Cuando una joven monja se suicida en una abadía de clausura en Rumanía, un sacerdote experto en posesiones demoniacas y una novicia a punto de tomar sus votos, son enviados por el Vaticano para investigar. Juntos descubren el profano secreto de la orden. Arriesgando no solo sus propias vidas sino su fe y hasta sus almas, se enfrentan a una fuerza maléfica en forma de monja demoníaca, en una abadía que se convierte en un campo de batalla de horror entre los vivos y los condenados....;5/9/18;0
506353;Killers Within;Con su hijo cautivo por una pandilla criminal, la oficial de policía Amanda Doyle, junto con su ex esposo y tres aliados poco probables, participa en un complot desesperado para pedir el rescate de un banquero rico y su familia. Pero esto no es una familia ordinaria.;5/9/18;
517963;Sofia;Sofía (Maha Alemi) es una mujer de 20 años que vive con sus padres en Casablanca. La joven se da cuenta de que está embarazada y, ahora, se debe enfrentar a la dura realidad: en esa región está prohibido dar a luz a un hijo si los padres no están casados. Sofía deberá recurrir a la ayuda de su amiga, Lena, para ocultar su hija recién nacida y, también, la verdad sobre cómo fue concebida.;5/9/18;
438145;Black '47;En Irlanda durante la Gran Hambruna, un Ranger irlandés que ha estado luchando por el ejército británico en el extranjero abandona su puesto para reunirse con su familia. A pesar de experimentar los horrores de la guerra, se sorprende por la destrucción de su patria por el hambre y la brutalización de su pueblo y su familia.;5/9/18;
346910;Predator;"Desde los confines del espacio hasta los suburbios de las pequeñas ciudades, la búsqueda llega a la casa de la reinvención por Shane Black de la saga ""Predator"". Ahora, los cazadores más letales del universo son más fuertes, más inteligentes y más mortales que nunca, y se han mejorado genéticamente con ADN de otras especies. Cuando un niño accidentalmente desencadena su regreso a la Tierra, solo un grupo de ex soldados y una profesora de ciencias podrán evitar, quizá el fin de la raza humana.";5/9/18;
518671;Shéhérazade;Zachary, 17 años, sale de prisión. Rechazado por su madre, acaba en las peores calles de Marsella. Es ahí donde conoce a Shéhérazade.;5/9/18;
546476;Sick for Toys;Roy acepta una invitación para cenar en Navidad, con una hermosa mujer extrañamente atractiva. Una vez en la cena, se da cuenta de que su cita no es lo que parece y pronto termina luchando por su vida...;4/9/18;
362676;The Big Take;Douglas Brown (Robert Forster) es una estrella de cine que se despierta un día y descubre que está siendo chantajeado por alguien que no conoce. Luego decide contratar a un detective privado para averiguar quién está detrás de él. El detective parece estar bien pero encuentra a la persona equivocada. Esa persona es un futuro director y cree que a Douglas Brown le gusta jugar en su nueva película.;4/9/18;
539445;Joy;A punto de saldar sus deudas, una trabajadora sexual nigeriana en Austria capacita a una novata reticente y evalua los riesgos de tomar un atajo hacia la libertad.;4/9/18;
549077;Better Off Zed;Un treintañero perezoso se encuentra feliz de enfrentarse al apocalipsis zombie desde su reforzada vivienda en los suburbios, mientras que su esposa busca otra manera de sobrevivir, obligándole a convertirse en el “matazombies” que quería evitar.;4/9/18;
540375;The Barn;Un asesino en serie ataca en Sugar Grove, Virginia. Una periodista en ascenso llega a la ciudad para cubrir la historia: su investigación la llevará pronto al secreto más oscuro de la ciudad, bajo sus propios riesgos.;4/9/18;
546388;Any Bullet Will Do;Teniendo lugar durante 1876 en Montana, un cazador de cabezas despiadado rastrea a su propio hermano a través del país Big Sky con la ayuda de un joven cazador de pieles.;4/9/18;
426865;OVNI: No estamos solos;Derek, un brillante estudiante universitario, atormentado por un avistamiento de ovnis en la infancia, cree que misteriosos avistamientos reportados en varios aeropuertos a través de los Estados Unidos son OVNIS. Con la ayuda de su novia, Natalie, y su profesor de matemáticas avanzadas, el Dr. Hendricks, Derek lucha para desentrañar el misterio con el agente especial del FBI Franklin Ahls pisándole los talones.;4/9/18;
520360;Rey de ladrones;Una historia basada en hechos reales, sobre un grupo de ladrones retirados que logran un último golpe en el distrito joyero de Londres. Pero la codicia pronto transforma el éxito en una pesadilla.;4/9/18;
546228;El cuidado de una amiga;Una mujer embarazada obligada a descansar, recibe la ayuda adicional que necesita de dos enfermeras de atención domiciliaria. Sin que ella lo sepa, una de ellas tiene una venganza contra su marido y está ahí para robar a su bebé. .;2/9/18;
546233;He's Watching;Angela es contratada por su novio de la universidad para administrar su fortuna. Cuando los dos se involucran en un asunto acalorado, su vida toma una espiral descendente, lo que la obliga a enfrentar el hecho de que su antigua llama ya no puede ser el dulce caballero de su pasado.;2/9/18;
548756;Somos Calentura;Somos calentura es una historia que combina los sonidos del Pacífico colombiano con el Hip-hop, evidenciando la fuerza y el talento de los jóvenes de Buenaventura, una región que durante décadas ha sigo estigmatizada por la violencia, pero que también es reconocida por la alegría y esperanza de sus habitantes que llenan con su entusiasmo cualquier escenario.;2/9/18;
487850;Asako I & II;Asako es una joven de 21 años que vive en Osaka. Se enamora de Baku, que es un espíritu libre, pero éste desaparece de repente. Dos años más tarde, Asako vive en Tokio y conoce a Ryohei, que se parece mucho a Baku aunque tiene una personalidad totalmente diferente. Asako acaba enamorándose de Ryohei.;1/9/18;
531084;Darkness Visible;Ronnie, un hombre criado en Londres, regresa a su India natal para descubrir que su madre ha muerto de forma misteriosa. Según va destapando otros asesinatos anteriores, irá descubriendo su oscuridad interior.;1/9/18;
320846;Sky Sharks;Sky Sharks es una película dirigida por Marc Fehse (Sex, Dogz and Rock n Roll) y escrita junto a A. D. Morel que cuenta la historia de un grupo de geólogos que viaja al Ártico para descubrir un laboratorio que utilizaban los nazis en los últimos días de la Segunda Guerra Mundial para realizar experimentos. Al encontrar el laboratorio, por accidente los geólogos activan el último experimento de los nazis: tiburones modificados genética y tecnológicamente. Los tiburones causan el caos y un grupo especializado debe frenarlos con armas si no quieren que toda la situación se convierta en un gran desastre con repercusiones terribles.;1/9/18;
432671;Was uns nicht umbringt;Maximilian (August Zirner) es un psicoterapeuta popular, pero como tal, no solo lucha con sus propias preocupaciones y problemas, sino también con los de sus muchos pacientes.;1/9/18;
504253;Quiero comerme tu páncreas;Un protagonista anónimo encuentra un diario en un hospital. El diario pertenece a su compañera de clase, una niña llamada Sakura Yamauchi, quien se revela que padece una enfermedad terminal en el páncreas y que solo le quedan unos pocos meses de vida. Sakura explica que la protagonista es la única persona aparte de su familia que conoce su condición. El protagonista promete mantener el secreto de Sakura. A pesar de sus personalidades completamente opuestas, la protagonista decide estar junto a Sakura durante sus últimos meses.;1/9/18;
563282;The Nightmare Gallery;La obsesión de una profesora de antropología con los misterios paranormales pone en riesgo su trabajo, su matrimonio y su cordura cuando trata de encontrar a un estudiante que ha desaparecido sin dejar rastro.;1/9/18;
533991;Stree;Establecido en la ciudad de Chanderi, Stree se basa en la leyenda urbana de Nale Ba que se volvió viral en Karnataka en la década de 1990, y presenta a Shraddha Kapoor y Rajkummar Rao en papeles fundamentales.;31/8/18;
545963;Norm of the North: Keys to the Kingdom;Norman del norte, coronado rey del Ártico, viaja a Nueva York para recibir la llave de la ciudad. Mientras trata de demostrar que tiene lo necesario para ser monarca, la llave de la ciudad es robada.;31/8/18;
416194;Terremoto;En 1904, un terremoto de magnitud 5,4 sacudió Oslo con el epicentro en “Oslo Graben” bajo la capital noruega. Ahora, hay señales que indican que se puede producir otro gran terremoto en breve.;31/8/18;
434596;Alma de actor;Tras sufrir un infarto, un famoso actor se ve obligado a cruzar el país con su hijo (que testificó contra él en su divorcio) en una última aventura disparatada.;31/8/18;
517324;Yucatán;Lucas (Luis Tosar) y Clayderman (Rodrigo de la Serna) son dos estafadores que se dedican a timar a turistas ingenuos en cruceros de lujo. Hace años trabajaban juntos, pero la rivalidad amorosa por Verónica (Stephanie Cayo), la bellísima bailarina del barco, les hizo perder la cabeza y dio al traste con su sociedad. Ahora trabajan por separado, Lucas en el Mediterráneo y Clayderman en el Atlántico. Ese fue el acuerdo. Pero un inesperado botín impulsa a Lucas a irrumpir en el barco de su exsocio, lo que convierte la exótica travesía de Barcelona a Cancún -pasando por Casablanca, Tenerife, Brasil y la selva de Yucatán- en un encarnizado duelo de tramposos, sin ninguna regla pero con muchos golpes bajos.;31/8/18;
538002;Me amarán cuando esté muerto;"Explora los últimos 15 años de vida de Orson Welles, incluyendo material sobre ""The Other Side of the Wind"", la película que dejó sin terminar.";31/8/18;
531593;Reprisal;Jacob (Frank Grillo), un gerente de banco atormentado por un violento atraco que se cobró la vida de un compañero de trabajo, se une a su vecino ex policía, James (Bruce Willis), para derrotar al asesino. Ambos trabajan unidos para descubrir el próximo movimiento de este asesino, pero Gabriel (Johnathon Schaech), un criminal altamente entrenado, siempre va un paso adelante. Cuando Gabriel secuestra a la esposa de Jacob (Olivia Culpo) y su hija, Jacob iniciará un camino de derramamiento de sangre que concluirá en una tremenda locura.;31/8/18;
533983;En las estrellas;Víctor es un director de cine al que le superan sus propias desgracias. Es alcohólico, está en paro y terriblemente deprimido, en gran parte a causa de la muerte de su mujer. Sin embargo, Víctor sigue siendo el mejor en una cosa: contarle historias fantásticas a su hijo de nueve años, Ingmar. Dichas historias son cada uno de los guiones que sueña con dirigir en un futuro, cuando reúna todos los recursos necesarios. Víctor e Ingmar comparten un presente lleno de tristeza y precariedad, pero también plagado de robots y localizaciones de películas que han visto juntos. A pesar de formar un gran equipo, sus problemas se multiplicarán cuando los demás empiecen a cuestionar su papel como padre.;31/8/18;
482936;La quietud;Contra el telón de fondo de una dictadura militar, Eugenia se reúne con su familia separada tras el golpe de su padre y se ve obligada a enfrentarse al oscuro secreto.;30/8/18;
544530;Munafik 2;Un predicador musulmán acechado por visiones terroríficas llega a los extremos de la fe para salvar a una mujer atormentada por el líder de un culto diabólico.;30/8/18;
455108;The Little Stranger;En la Gran Bretaña posterior a la Segunda Guerra Mundial, un médico visita una mansión llamada Hundreds Halls, donde su madre trabajó una vez como enfermera. Los propietarios están a punto de perder la casa porque no pueden pagar los impuestos, y dicen que el fantasma de la primera hija de su madre habita la casa. El médico se obsesiona con casarse con una de las hijas de los dueños...;30/8/18;
545481;El fantasma de mi novia;“Lupe del Mar” es una impertinente y arrogante actriz de novelas mexicanas, que viaja a República Dominicana para hacer realidad uno de sus más grandes sueños, grabar una película. Sin embargo, ella sufre un terrible accidente, que la lleva a estar en estado de coma. Tendrá 9 días para regresar a la vida y el único que puede hacerlo es un ladrón capaz de comunicarse con espíritus.;30/8/18;
518709;Petit-Frère;"Petit-Frère es un diálogo entre lo colectivo y lo personal, una memoria viva que mezcla ensoñaciones y la realidad de la comunidad haitiana residente en Chile. Este diálogo es guiado por la voz de Wilner Petit-Frère, un inmigrante haitiano que observa y plasma en un boletín impreso la sociedad donde le tocó vivir en este período de su vida.""";30/8/18;
